payment_sk,payment_id,date_id,customer_sk,channel_sk,store_sk,location_sk,status,method,transaction_ref,amount
5730,7000005729,20240901.0,1326,1,,2863.0,PAID,CARD,TX-YE0VP5UFP92K,27036.0
5731,7000005730,20241209.0,731,1,,437.0,PAID,CARD,TX-SC5WKYPSH4LB,38143.8
5732,7000005731,20240511.0,1387,2,3.0,1836.0,PAID,TRANSFER,TX-YEK687ZVAUBS,39204.0
5733,7000005732,,1112,1,,166.0,FAILED,CARD,,18442.5
5734,7000005733,,13,1,,,FAILED,GATEWAY,,46323.24
5735,7000005734,20240803.0,297,1,,757.0,PAID,GATEWAY,TX-57YRVJ7H1TZ7,47845.5
5736,7000005735,20240224.0,974,2,3.0,1411.0,PAID,CARD,TX-GMEKY8BYTN25,39204.0
5737,7000005736,20240818.0,1387,2,2.0,2154.0,PAID,CASH,TX-8GGWJYMG130D,31305.12
5738,7000005737,20250408.0,39,1,,2100.0,PAID,CARD,TX-RKGHDYOQ3HYJ,77367.0
5739,7000005738,20240818.0,192,1,,167.0,PAID,CARD,TX-ENK0HTJ2GEP0,35929.5
5740,7000005739,20250722.0,541,1,,2498.0,REFUNDED,CARD,TX-L8OTZO5U7O30,14694.0
5741,7000005740,20250902.0,1297,1,,2354.0,PAID,CARD,TX-RNBYXOKQULKO,44460.0
5742,7000005741,20250107.0,1389,1,,3193.0,PAID,GATEWAY,TX-9PRIH5KYPM5V,47601.0
5743,7000005742,20250807.0,1462,1,,520.0,PAID,CARD,TX-WA497OWRUW2Z,20176.35
5744,7000005743,,1406,1,,1283.0,FAILED,CARD,,40031.4
5745,7000005744,20241207.0,1060,2,1.0,442.0,PAID,CASH,TX-D6ZAW7JL1ZVI,32125.5
5746,7000005745,20240903.0,973,2,3.0,,PAID,TRANSFER,TX-3KW6W1KT87RI,51727.5
5747,7000005746,20240813.0,523,1,,2640.0,REFUNDED,GATEWAY,TX-RG832SQQOE3S,28488.0
5748,7000005747,20240712.0,1079,2,2.0,3045.0,PAID,TRANSFER,TX-OKYOYSPHHU7F,73093.68
5749,7000005748,20250526.0,451,1,,,PAID,CARD,TX-IRFL6LGSK7U3,109128.45
5750,7000005749,20240322.0,210,1,,245.0,PAID,GATEWAY,TX-VZ5UMMQMJWC0,33516.6
5751,7000005750,20241112.0,273,1,,,PAID,CARD,TX-GI3J3LWVUM4T,27336.0
5752,7000005751,,194,1,,1750.0,FAILED,CARD,,17242.5
5753,7000005752,20240913.0,825,1,,2316.0,PAID,GATEWAY,TX-E45QV67FN3RR,29867.4
5754,7000005753,20250406.0,1358,2,1.0,473.0,PAID,CASH,TX-046G5RPZWF7E,14229.6
5755,7000005754,20250308.0,967,1,,2406.0,PAID,GATEWAY,TX-9AQT4KC3CSIL,44324.4
5756,7000005755,20240810.0,1377,1,,1265.0,PAID,CARD,TX-CA5PNO930ES9,87120.0
5757,7000005756,20240408.0,573,2,4.0,1749.0,PAID,CARD,TX-N6PM9YJB7RBG,39204.0
5758,7000005757,20240528.0,1148,2,1.0,2137.0,PAID,TRANSFER,TX-CQQVG78GZRK1,43923.0
5759,7000005758,20250627.0,1274,2,4.0,2739.0,PAID,CASH,TX-ZYRZ2TY16L3U,41382.0
5760,7000005759,20240702.0,147,2,4.0,384.0,PAID,CASH,TX-VCTOQAW5Q2KY,14483.7
5761,7000005760,20240226.0,1119,2,1.0,925.0,PAID,CARD,TX-GMWIGO7TZ6M1,14229.6
5762,7000005761,20241213.0,958,1,,2153.0,PAID,CARD,TX-8TBE5RYDQ6NB,14568.0
5763,7000005762,20250105.0,1006,2,4.0,1995.0,PAID,CARD,TX-43JXETBQQRTU,41382.0
5764,7000005763,20250407.0,752,1,,,PAID,CARD,TX-JYN1S9N9FVJT,43148.28
5765,7000005764,20250724.0,689,1,,645.0,PAID,CARD,TX-66EHS9H060LW,39204.0
5766,7000005765,20241125.0,931,2,1.0,,PAID,CASH,TX-4SS7J2MTXLP4,51110.4
5767,7000005766,20240607.0,853,1,,251.0,PAID,CARD,TX-OPET9O04IJQ2,44760.0
5768,7000005767,20250903.0,1451,1,,1317.0,PAID,GATEWAY,TX-RGM30EXVR31W,13068.0
5769,7000005768,20250328.0,1045,1,,1893.0,PAID,GATEWAY,TX-U2NY8JUUGK4N,55105.5
5770,7000005769,20240104.0,349,1,,1588.0,REFUNDED,CARD,TX-CADB5IU9KZHF,18987.0
5771,7000005770,20241028.0,855,1,,2737.0,PAID,GATEWAY,TX-UAUKE2CDQVAH,37200.0
5772,7000005771,20240118.0,381,1,,,PAID,GATEWAY,TX-NHU1ZEI7LSFQ,55350.0
5773,7000005772,20250907.0,1336,1,,889.0,PAID,GATEWAY,TX-Q2XTNIJWF39X,29940.0
5774,7000005773,20250212.0,209,1,,2702.0,PAID,CARD,TX-GL75F5ES7DC2,40704.0
5775,7000005774,20241124.0,233,1,,2916.0,PAID,GATEWAY,TX-Z491DGCRMKRO,14994.0
5776,7000005775,20250720.0,398,2,1.0,2807.0,PAID,TRANSFER,TX-5L7LQRBKML80,28749.6
5777,7000005776,,154,2,3.0,,PENDING,TRANSFER,,28459.2
5778,7000005777,20250404.0,136,1,,685.0,PAID,CARD,TX-7LAJNU9IJETV,48642.0
5779,7000005778,20250810.0,149,2,4.0,2490.0,PAID,CARD,TX-5EU2AZVFX8O9,14520.0
5780,7000005779,20240430.0,649,2,3.0,653.0,PAID,CASH,TX-WO2H8BJBGY7G,15246.0
5781,7000005780,20250921.0,680,1,,1170.0,PAID,CARD,TX-E0XE0FPQDPBI,27036.0
5782,7000005781,20240703.0,98,1,,2161.0,PAID,GATEWAY,TX-ETQ03BM97L66,20557.5
5783,7000005782,20241020.0,142,2,4.0,1110.0,PAID,CASH,TX-BBYSIFKCTU80,33359.7
5784,7000005783,,864,2,1.0,551.0,FAILED,CASH,,26136.0
5785,7000005784,20250117.0,953,1,,2088.0,PAID,GATEWAY,TX-75YGO8U9EHL5,15720.0
5786,7000005785,20240930.0,1355,1,,430.0,PAID,CARD,TX-9Y8PF9RTTX0T,28488.0
5787,7000005786,20240507.0,610,1,,3157.0,PAID,GATEWAY,TX-00PLV4DQGX0X,15429.6
5788,7000005787,20250123.0,536,2,3.0,3091.0,PAID,TRANSFER,TX-1F3HP6NKD9NA,13794.0
5789,7000005788,20250409.0,361,1,,2699.0,PAID,CARD,TX-2YE4FMB7EHTU,30240.0
5790,7000005789,20240119.0,1339,1,,1822.0,PAID,CARD,TX-QQY0V09JDV55,76404.0
5791,7000005790,20250608.0,765,1,,,PAID,CARD,TX-E6TTJ3N56JEB,15429.6
5792,7000005791,20240811.0,612,2,2.0,897.0,REFUNDED,TRANSFER,TX-KYOPHO16HKXE,14941.08
5793,7000005792,20250912.0,1078,1,,947.0,PAID,CARD,TX-2GFBXZBMDQFT,15420.0
5794,7000005793,20250402.0,1469,1,,1402.0,PAID,GATEWAY,TX-TP0ZY1AYO9FI,90770.25
5795,7000005794,20250604.0,849,2,2.0,2307.0,PAID,CARD,TX-HFN2E9WI0GIK,39204.0
5796,7000005795,20250808.0,222,1,,471.0,PAID,GATEWAY,TX-8G4IZTCPL2RW,54561.0
5797,7000005796,20240912.0,972,1,,40.0,PAID,CARD,TX-F2JW8B1AA8Y7,33870.0
5798,7000005797,20240127.0,332,1,,2478.0,PAID,CARD,TX-T4R3WQZT9CJQ,44576.16
5799,7000005798,20240714.0,1333,1,,978.0,PAID,CARD,TX-BK6F80ZRTJTM,47754.75
5800,7000005799,20240810.0,1209,1,,1743.0,PAID,CARD,TX-AOC5XTEIPLXL,40704.0
5801,7000005800,20240201.0,254,1,,2120.0,PAID,CARD,TX-1HUH5EXT4RCA,46023.24
5802,7000005801,20250709.0,783,2,3.0,3195.0,PAID,CARD,TX-HGIR3GUUBV90,26136.0
5803,7000005802,20250820.0,203,2,1.0,100.0,PAID,CASH,TX-JY96MXHV0EP2,35574.0
5804,7000005803,20240331.0,570,1,,2034.0,PAID,CARD,TX-HCGGU7HWYIJR,109800.0
5805,7000005804,20240528.0,1317,1,,2310.0,PAID,CARD,TX-IBHBMZ3YR3L2,18687.0
5806,7000005805,20240906.0,664,2,1.0,3001.0,PAID,CASH,TX-4KLG9VN8FFF3,41382.0
5807,7000005806,20250421.0,849,1,,797.0,REFUNDED,CARD,TX-4PSFK323RSN9,13706.64
5808,7000005807,20250523.0,1032,1,,1397.0,PAID,CARD,TX-GTJNDBU542AG,29867.4
5809,7000005808,20241108.0,532,1,,629.0,PAID,CARD,TX-5XEFBJNWFRLV,35685.0
5810,7000005809,20240812.0,569,1,,2136.0,PAID,CARD,TX-K5R5D42GDXVV,28488.0
5811,7000005810,20240328.0,685,1,,1039.0,PAID,GATEWAY,TX-CMCDF6C3XK70,39523.2
5812,7000005811,,1136,1,,853.0,FAILED,CARD,,54805.5
5813,7000005812,20240608.0,206,1,,1238.0,PAID,GATEWAY,TX-A8D6VFGI9XDP,27636.0
5814,7000005813,20241111.0,900,1,,2131.0,REFUNDED,GATEWAY,TX-JRR887HBXWZJ,73035.6
5815,7000005814,20250616.0,1485,1,,1908.0,PAID,CARD,TX-YO4HVGOAWN5O,71985.0
5816,7000005815,20250315.0,1360,1,,,PAID,CARD,TX-C0PKBBM14FAV,27036.0
5817,7000005816,20250615.0,649,2,2.0,1382.0,PAID,CARD,TX-WVEJE0C78USU,41382.0
5818,7000005817,20250331.0,182,2,1.0,2406.0,PAID,CARD,TX-WHVYJ1GG04TM,30492.0
5819,7000005818,20241204.0,1282,1,,,PAID,CARD,TX-U59MR99E6SBF,24422.4
5820,7000005819,20241128.0,1280,1,,1397.0,PAID,CARD,TX-QLISKMLXCVWB,44760.0
5821,7000005820,20250717.0,444,1,,894.0,PAID,GATEWAY,TX-822KZ924TVF8,32962.5
5822,7000005821,20240324.0,467,1,,1581.0,PAID,GATEWAY,TX-1JRY8AUNJ2E3,30240.0
5823,7000005822,20241026.0,1033,1,,967.0,PAID,GATEWAY,TX-YVQGZUCPLKU6,28909.08
5824,7000005823,20240325.0,502,1,,994.0,PAID,GATEWAY,TX-33YQPLRKRH07,30240.0
5825,7000005824,20250731.0,1167,1,,606.0,PAID,CARD,TX-HEEJNIDMNHQ6,40404.0
5826,7000005825,20241120.0,818,2,2.0,3146.0,PAID,CARD,TX-LKH4MSJRO4V1,35574.0
5827,7000005826,20250211.0,468,1,,238.0,PAID,GATEWAY,TX-CDXJ99TDO6K1,18442.5
5828,7000005827,20250418.0,1151,1,,2422.0,PAID,CARD,TX-OMQXIX7G7YLV,54561.0
5829,7000005828,20250415.0,418,1,,1830.0,PAID,CARD,TX-BLCE5VH6RAK9,44460.0
5830,7000005829,,661,2,3.0,2697.0,PENDING,CASH,,12414.6
5831,7000005830,20240719.0,477,2,2.0,555.0,PAID,CASH,TX-PMV5HNUFZ456,60475.8
5832,7000005831,20240412.0,1236,1,,773.0,PAID,CARD,TX-BDKVLRL77Y0G,30782.16
5833,7000005832,20240314.0,1257,1,,2442.0,PAID,CARD,TX-2VVXXS8HE8Z8,52687.92
5834,7000005833,20240914.0,436,1,,,PAID,GATEWAY,TX-1BA9DJ13SYRR,31546.8
5835,7000005834,20240726.0,1206,1,,1116.0,PAID,GATEWAY,TX-3I5RZNCWARNR,15972.0
5836,7000005835,20240326.0,249,1,,215.0,PAID,GATEWAY,TX-ER3EXT497R66,51929.25
5837,7000005836,20250916.0,954,1,,2045.0,PAID,CARD,TX-NAM3X9MSV12D,14268.0
5838,7000005837,20241114.0,391,2,3.0,383.0,PAID,CASH,TX-P9OKFGVD3F10,39204.0
5839,7000005838,20250419.0,462,2,4.0,1070.0,PAID,CARD,TX-OIHG0FCRA4IU,39204.0
5840,7000005839,20250224.0,279,2,3.0,577.0,PAID,CASH,TX-F6BTP5NB498S,17242.5
5841,7000005840,20250901.0,1269,1,,259.0,PAID,GATEWAY,TX-RGASX3GSXS58,43560.0
5842,7000005841,20250825.0,1240,2,4.0,1373.0,PAID,CARD,TX-4VDF94HSWWIQ,31036.5
5843,7000005842,20240725.0,362,2,4.0,1115.0,PAID,CASH,TX-1NVIYKW7SUIH,42688.8
5844,7000005843,20250524.0,1120,2,4.0,,PAID,CARD,TX-IZ8VDK2UCK0B,17242.5
5845,7000005844,20250203.0,347,1,,3118.0,PAID,CARD,TX-7G36UKNLJO2P,54261.0
5846,7000005845,20240719.0,1222,1,,2296.0,PAID,CARD,TX-UIE2TXZ7URKE,70024.8
5847,7000005846,20240508.0,379,1,,434.0,PAID,GATEWAY,TX-068A5D9GGX0H,13068.0
5848,7000005847,20241031.0,1002,2,3.0,115.0,PAID,CARD,TX-1I4UW5HEYX2R,80803.8
5849,7000005848,,1194,2,4.0,937.0,FAILED,CARD,,54050.7
5850,7000005849,20240418.0,302,2,3.0,221.0,PAID,CARD,TX-KSKQYF3U2FJ5,62236.35
5851,7000005850,20250902.0,418,2,4.0,1792.0,PAID,CARD,TX-2NF1FK29G0U0,75358.8
5852,7000005851,20240821.0,322,1,,2844.0,PAID,CARD,TX-RHYX3NI189Y3,40830.0
5853,7000005852,20240428.0,590,2,2.0,,PAID,CARD,TX-55FFFEOV9D19,53361.0
5854,7000005853,20250508.0,1444,1,,1457.0,PAID,GATEWAY,TX-07SBS4LDJFCY,29359.2
5855,7000005854,20250921.0,1135,1,,1386.0,PAID,GATEWAY,TX-7IJLPK8CTNBK,88341.78
5856,7000005855,20250828.0,1163,1,,682.0,PAID,GATEWAY,TX-T56WJ3JN4LIX,43588.8
5857,7000005856,20250117.0,591,1,,2328.0,PAID,CARD,TX-YP2L0LDWAHVN,61303.2
5858,7000005857,20250114.0,338,1,,854.0,PAID,CARD,TX-RXCNZWQ36N99,53361.0
5859,7000005858,20240225.0,911,1,,2059.0,PAID,CARD,TX-3AZNW2HYLSAA,30903.0
5860,7000005859,20250220.0,46,2,1.0,697.0,PAID,CASH,TX-M1KMUN8F8NNX,42688.8
5861,7000005860,20241021.0,1344,2,2.0,322.0,PAID,CASH,TX-WL5N50WJ5FNI,74778.0
5862,7000005861,20250628.0,314,2,3.0,2535.0,PAID,CASH,TX-HXW2A9HKV9NJ,17787.0
5863,7000005862,,932,1,,2956.0,FAILED,GATEWAY,,72348.0
5864,7000005863,20241001.0,1358,1,,748.0,PAID,CARD,TX-P3HR7TZ2F5SI,13968.0
5865,7000005864,20240420.0,1162,2,2.0,2456.0,PAID,TRANSFER,TX-8JGWRSKXMS1A,53361.0
5866,7000005865,20250108.0,1053,2,2.0,1227.0,PAID,CASH,TX-H1UJVPXYALWC,97411.05
5867,7000005866,,945,2,4.0,658.0,FAILED,TRANSFER,,39204.0
5868,7000005867,,697,1,,3204.0,FAILED,CARD,,33216.6
5869,7000005868,20240910.0,1101,2,1.0,386.0,PAID,CASH,TX-KA3Y8TN3BUPN,13794.0
5870,7000005869,20241009.0,1406,2,2.0,788.0,PAID,CASH,TX-G2KKRVYSD9Y5,38419.92
5871,7000005870,20250108.0,688,2,4.0,2710.0,PAID,CASH,TX-27PZLIZEJW56,13794.0
5872,7000005871,,1269,2,2.0,968.0,PENDING,CARD,,44104.5
5873,7000005872,20240721.0,279,1,,2726.0,PAID,CARD,TX-XAXNCE8Y42J0,15129.6
5874,7000005873,20240608.0,185,1,,2419.0,PAID,CARD,TX-91SRFM0R0LP5,14994.0
5875,7000005874,20250607.0,1492,1,,1159.0,PAID,CARD,TX-KFEKKZSWGKTX,93619.8
5876,7000005875,20250213.0,277,1,,3122.0,PAID,CARD,TX-LY7W0NRCJQWV,54379.5
5877,7000005876,20250702.0,1234,2,1.0,2560.0,PAID,CASH,TX-OHK87SQJDEVK,43560.0
5878,7000005877,20240318.0,858,1,,831.0,PAID,GATEWAY,TX-LPA2Q95ZVMWZ,33870.0
5879,7000005878,20240916.0,315,2,3.0,3004.0,PAID,CASH,TX-2MDRIZ59YVGZ,39857.4
5880,7000005879,20250706.0,1151,2,1.0,949.0,PAID,CASH,TX-65H77L1FZF32,28459.2
5881,7000005880,20241121.0,994,1,,1223.0,PAID,CARD,TX-X61M0E088L2R,59488.2
5882,7000005881,20240627.0,9,2,3.0,2878.0,PAID,CARD,TX-8626M79WC4MR,86394.0
5883,7000005882,20240926.0,1247,2,2.0,3165.0,PAID,CASH,TX-REEGFMCRBSQH,36209.25
5884,7000005883,20240923.0,879,1,,2663.0,PAID,GATEWAY,TX-S6GY2YDWDWCI,71985.0
5885,7000005884,20240410.0,113,1,,556.0,PAID,GATEWAY,TX-LGZQFZK5NRXB,44460.0
5886,7000005885,,1413,1,,622.0,FAILED,CARD,,17535.0
5887,7000005886,20240622.0,941,2,1.0,,PAID,CASH,TX-6TOPZ686R4V5,26862.0
5888,7000005887,20240715.0,1467,1,,1542.0,PAID,CARD,TX-MGDCZUOTDPSQ,27336.0
5889,7000005888,20250707.0,1188,1,,1454.0,PAID,GATEWAY,TX-93W5E6QI0TVI,19350.0
5890,7000005889,20250804.0,1115,1,,2932.0,PAID,GATEWAY,TX-X1AK42RPVQ8X,71985.0
5891,7000005890,20240523.0,1336,2,4.0,187.0,PAID,CARD,TX-I795PVY9TMA0,28459.2
5892,7000005891,20240120.0,1363,1,,2869.0,PAID,CARD,TX-ZCQNTK6PI69K,18966.75
5893,7000005892,20240530.0,785,2,3.0,1797.0,REFUNDED,CASH,TX-KWZUTMGSKXT7,47916.0
5894,7000005893,20250224.0,1103,2,1.0,3066.0,REFUNDED,CARD,TX-31PYMSNGKZDU,14520.0
5895,7000005894,,517,1,,1717.0,PENDING,CARD,,29040.0
5896,7000005895,20240808.0,519,1,,1193.0,PAID,GATEWAY,TX-4RARD0T83ES4,31036.5
5897,7000005896,20240319.0,1319,1,,963.0,PAID,GATEWAY,TX-AQJWRR5GO5ZA,27036.0
5898,7000005897,20240719.0,182,2,1.0,,PAID,CASH,TX-PJJWF771IOGJ,105905.25
5899,7000005898,20240801.0,316,2,1.0,,REFUNDED,CASH,TX-XDSSMBNHSAG3,54313.88
5900,7000005899,20250303.0,990,1,,2481.0,PAID,GATEWAY,TX-ENOYRWIA70JR,50205.0
5901,7000005900,20241029.0,500,1,,2735.0,PAID,GATEWAY,TX-57FPNDP4P3I1,49905.0
5902,7000005901,20241023.0,353,1,,542.0,PAID,GATEWAY,TX-MEWLOSDSNJIF,43789.5
5903,7000005902,20240919.0,980,1,,56.0,PAID,CARD,TX-YOFUQY6J23MY,67982.4
5904,7000005903,20250609.0,1137,1,,223.0,PAID,CARD,TX-9A146YAH56YZ,35385.0
5905,7000005904,20240411.0,1122,1,,3108.0,PAID,CARD,TX-8Q7DRQFD2PCA,60722.4
5906,7000005905,20240518.0,588,1,,3024.0,PAID,CARD,TX-D21BLA4ZJYFG,15294.0
5907,7000005906,20250111.0,1144,2,3.0,2890.0,PAID,CASH,TX-PIMPVHHN92RI,41382.0
5908,7000005907,20240612.0,1413,1,,221.0,PAID,CARD,TX-DX5X5KTBYBE2,75443.1
5909,7000005908,,1115,2,4.0,,FAILED,CASH,,27588.0
5910,7000005909,20250512.0,142,1,,2585.0,PAID,CARD,TX-VQ09SJIHM96V,19957.5
5911,7000005910,,969,2,4.0,2438.0,FAILED,CARD,,30492.0
5912,7000005911,20250616.0,1042,2,2.0,2920.0,PAID,CASH,TX-82SKZDF9TIG0,55495.44
5913,7000005912,20241225.0,728,2,4.0,494.0,PAID,CASH,TX-4GFAVMUGYO5R,31218.0
5914,7000005913,,1117,2,4.0,2303.0,PENDING,CASH,,32670.0
5915,7000005914,20241216.0,484,1,,123.0,PAID,GATEWAY,TX-KMIFPDW5T5CX,38252.7
5916,7000005915,20250428.0,1339,1,,,PAID,CARD,TX-AY2UCOY922ZL,19004.62
5917,7000005916,20250531.0,1474,1,,1909.0,PAID,CARD,TX-QR2MQCXWZ5YS,48279.0
5918,7000005917,20241024.0,1161,1,,363.0,PAID,GATEWAY,TX-U4QN6UTAOCRY,69870.0
5919,7000005918,20240226.0,1149,2,4.0,2253.0,PAID,TRANSFER,TX-CNI4EBXFUJWE,53361.0
5920,7000005919,20240723.0,477,1,,345.0,PAID,GATEWAY,TX-3S6TICDW2MHT,37074.0
5921,7000005920,20250908.0,951,1,,2748.0,REFUNDED,GATEWAY,TX-NG89CGU0UK8P,15720.0
5922,7000005921,20250530.0,508,1,,3112.0,PAID,CARD,TX-QML37CH4TBQ3,77212.2
5923,7000005922,20250905.0,689,1,,1404.0,PAID,CARD,TX-9DW884G8OYPR,51231.0
5924,7000005923,20241002.0,289,2,4.0,1807.0,PAID,CARD,TX-JBOSJUC8X6PI,46554.75
5925,7000005924,,1229,2,3.0,829.0,PENDING,CASH,,17242.5
5926,7000005925,20250115.0,1061,1,,2591.0,PAID,CARD,TX-FCWDCWYXALI5,16146.0
5927,7000005926,20240908.0,1051,2,1.0,2312.0,PAID,CASH,TX-KLW7LIGD7I0Y,11761.2
5928,7000005927,20250806.0,35,2,3.0,2528.0,PAID,CASH,TX-0S312H139JMI,35574.0
5929,7000005928,20241215.0,3,2,4.0,2217.0,PAID,CASH,TX-BLE5I79VQEIO,52090.5
5930,7000005929,,1186,1,,,FAILED,CARD,,35685.0
5931,7000005930,20250413.0,1232,2,1.0,2395.0,PAID,CARD,TX-Q3BX9PN0ESA1,64759.2
5932,7000005931,20240503.0,1076,1,,1397.0,PAID,CARD,TX-AZI7M841PPZW,19287.0
5933,7000005932,20250521.0,111,2,2.0,2703.0,PAID,CARD,TX-4B66T1QENTIB,43923.0
5934,7000005933,20250127.0,1149,2,1.0,,PAID,CARD,TX-1IUAFYFSCMEK,80368.2
5935,7000005934,20250529.0,1392,2,2.0,1231.0,PAID,CARD,TX-NGHYJ1ASB38M,25613.28
5936,7000005935,20250828.0,611,2,3.0,1936.0,PAID,TRANSFER,TX-91RFYO2RCECY,26136.0
5937,7000005936,20241016.0,1313,1,,500.0,PAID,CARD,TX-A30NKY93VP2K,59643.0
5938,7000005937,,944,1,,1087.0,FAILED,CARD,,15720.0
5939,7000005938,20250330.0,1362,1,,286.0,PAID,GATEWAY,TX-JEBKD17G4S8F,15420.0
5940,7000005939,20250219.0,1225,2,1.0,96.0,PAID,CASH,TX-ERMQ0Z0M2GLA,87120.0
5941,7000005940,20241016.0,1406,1,,1342.0,PAID,CARD,TX-3HX3NE0ZBZDO,40104.0
5942,7000005941,20241125.0,220,1,,2444.0,PAID,CARD,TX-A1H5JS4WN7J6,37800.0
5943,7000005942,20250924.0,1160,1,,2819.0,PAID,CARD,TX-PEV6P6XB5QF3,34485.0
5944,7000005943,20240920.0,745,2,3.0,1283.0,PAID,TRANSFER,TX-PXIV0PTG6XOJ,52453.5
5945,7000005944,20240225.0,928,1,,167.0,PAID,CARD,TX-5QBIPS1HO6PN,31692.0
5946,7000005945,20240205.0,1377,1,,2555.0,PAID,GATEWAY,TX-9OKBYK0G6CMA,66973.5
5947,7000005946,20240218.0,1475,1,,1201.0,PAID,CARD,TX-P0SCGA59OR6Z,31036.5
5948,7000005947,20250414.0,138,2,3.0,655.0,PAID,CARD,TX-BDWDPRG5VMCG,29882.16
5949,7000005948,20241008.0,697,1,,1598.0,PAID,CARD,TX-IAA2OY5HSDHN,18987.0
5950,7000005949,20250829.0,1393,1,,3169.0,PAID,CARD,TX-OMSS63DZ8OZE,34170.0
5951,7000005950,20241218.0,1000,1,,2520.0,PAID,GATEWAY,TX-BAUJC2DWRJ97,31959.33
5952,7000005951,,206,1,,1717.0,FAILED,GATEWAY,,37437.0
5953,7000005952,20250711.0,722,1,,1329.0,PAID,CARD,TX-055E27575U0W,28488.0
5954,7000005953,20250128.0,1447,1,,2667.0,PAID,CARD,TX-QBH94U2UT0PS,17835.0
5955,7000005954,20250405.0,1466,2,4.0,2432.0,PAID,CASH,TX-VIYFYL8ILCPM,28459.2
5956,7000005955,20240127.0,189,1,,1163.0,PAID,CARD,TX-AMR31KJMQYQ4,14006.64
5957,7000005956,20240810.0,148,1,,1708.0,PAID,CARD,TX-G7095K21GUF7,45004.5
5958,7000005957,,1258,1,,592.0,FAILED,GATEWAY,,72919.2
5959,7000005958,20240808.0,596,1,,2061.0,PAID,CARD,TX-BXQ2Q9XSI5UM,25613.28
5960,7000005959,,546,2,3.0,604.0,FAILED,CARD,,75141.0
5961,7000005960,20250127.0,100,2,2.0,331.0,PAID,CASH,TX-HGS8VY6FK45D,35574.0
5962,7000005961,20250907.0,1473,1,,2244.0,PAID,CARD,TX-88IYJ9OZGRC2,45060.0
5963,7000005962,20240201.0,913,2,1.0,1406.0,PAID,CASH,TX-PXK6NX8YYNB2,81566.1
5964,7000005963,20240915.0,43,1,,1124.0,PAID,CARD,TX-F19F34U11JXM,62438.1
5965,7000005964,20240120.0,882,2,4.0,856.0,PAID,CARD,TX-45KX7HFYSS3G,24829.2
5966,7000005965,20241205.0,979,1,,2375.0,PAID,CARD,TX-BANMPQ9NH4GS,70351.5
5967,7000005966,20250529.0,281,1,,304.0,PAID,CARD,TX-10LBSC0SXCI8,30240.0
5968,7000005967,20250813.0,32,1,,634.0,PAID,CARD,TX-1M15W31B4ZUD,69260.4
5969,7000005968,20250320.0,1427,2,1.0,2226.0,PAID,CASH,TX-5N0DSCLFDT0Q,29040.0
5970,7000005969,20250920.0,112,2,3.0,406.0,PAID,CARD,TX-UGSFP7AIJ1DX,14520.0
5971,7000005970,20250807.0,187,1,,1732.0,PAID,GATEWAY,TX-DIZK6WJB8N96,40704.0
5972,7000005971,20250607.0,757,1,,876.0,PAID,GATEWAY,TX-ZT9RCH1RWZQH,40104.0
5973,7000005972,20240715.0,849,1,,829.0,PAID,GATEWAY,TX-WV0NGNAPFA4X,27036.0
5974,7000005973,20241206.0,902,1,,261.0,PAID,CARD,TX-GH2M5WY9PW8Y,19050.0
5975,7000005974,20240824.0,38,2,1.0,83.0,PAID,CASH,TX-J4ILFT86ZQI0,11761.2
5976,7000005975,20241024.0,1129,1,,,PAID,CARD,TX-U0KYMPTSQP2I,29359.2
5977,7000005976,20250607.0,561,1,,237.0,PAID,CARD,TX-9YV1E8OKWJ27,57172.5
5978,7000005977,20241221.0,141,1,,2489.0,PAID,GATEWAY,TX-95APO1ELQESW,44188.8
5979,7000005978,20250424.0,1236,1,,1108.0,PAID,GATEWAY,TX-1A4F0XK5XYBR,58951.2
5980,7000005979,20240509.0,276,1,,645.0,PAID,GATEWAY,TX-THD97K8N677G,33870.0
5981,7000005980,20241027.0,375,2,2.0,743.0,PAID,CASH,TX-3LF835GPOL3U,35283.6
5982,7000005981,20250604.0,370,2,3.0,110.0,PAID,CASH,TX-SLPHFVESNWIM,24829.2
5983,7000005982,20240207.0,1304,2,1.0,425.0,PAID,CARD,TX-BRADV785PDW8,17787.0
5984,7000005983,20241214.0,926,1,,293.0,PAID,CARD,TX-QK319I49N3CX,42882.0
5985,7000005984,20250514.0,468,2,2.0,128.0,PAID,CASH,TX-OXMFXTL0946L,48024.9
5986,7000005985,20250224.0,562,2,2.0,1379.0,REFUNDED,CASH,TX-EVFISPJPH2KL,12414.6
5987,7000005986,20240218.0,986,1,,503.0,PAID,CARD,TX-RK1JXA334NUD,61131.3
5988,7000005987,20250615.0,1343,2,2.0,,PAID,CASH,TX-JJKP7GX8OF39,112275.9
5989,7000005988,,983,1,,704.0,FAILED,CARD,,64388.7
5990,7000005989,20250305.0,1133,2,2.0,2875.0,PAID,CASH,TX-YC0ULQ516MGG,13721.4
5991,7000005990,20240811.0,716,2,3.0,381.0,PAID,TRANSFER,TX-LK85DO1ZK59A,17242.5
5992,7000005991,20250208.0,333,1,,,PAID,GATEWAY,TX-WH701L4SV515,38852.7
5993,7000005992,20250201.0,1297,1,,2519.0,PAID,CARD,TX-ATBPG220M2FQ,19565.7
5994,7000005993,,1344,1,,1753.0,FAILED,GATEWAY,,40104.0
